年月別,商品性質別分類,原始值,年增率[%]
106年3月,服務類-雜項,98.93,0.48
106年4月,總指數[含食物],99.8,-0.05
106年4月,商品類[含食物],98.97,-1.41
106年4月,商品類[不含食物],101.55,0.89
106年4月,商品類-非耐久性消費品[含食物],97.47,-1.79
106年4月,商品類-非耐久性消費品[不含食物],100.85,3.03
106年4月,商品類-半耐久性消費品,105.05,-0.44
106年4月,商品類-耐久性消費品,99.24,-0.86
106年4月,服務類,100.3,0.77
106年4月,服務類[不含食物],99.98,0.49
106年4月,服務類-外食費,101.78,2.04
106年4月,服務類-衣著,106.2,6.96
106年4月,服務類-居住,100.71,1.11
106年4月,服務類-交通及通訊,99.96,0.04
106年4月,服務類-醫藥保健,100.8,0.94
106年4月,服務類-教養娛樂,98.81,-0.48
106年4月,服務類-教養,100.14,0.22
106年4月,服務類-娛樂,97.61,-1.12
106年4月,服務類-雜項,98.7,0.26
106年5月,總指數[含食物],99.98,0.57
106年5月,商品類[含食物],98.93,-0.29
106年5月,商品類[不含食物],100.97,0.42
106年5月,商品類-非耐久性消費品[含食物],97.88,-0.24
106年5月,商品類-非耐久性消費品[不含食物],100.77,1.5
106年5月,商品類-半耐久性消費品,103.52,0.4
106年5月,商品類-耐久性消費品,98.82,-1.14
106年5月,服務類,100.61,1.1
106年5月,服務類[不含食物],100.32,0.84
106年5月,服務類-外食費,101.94,2.24
106年5月,服務類-衣著,106.48,7.24
106年5月,服務類-居住,100.74,1
106年5月,服務類-交通及通訊,100.15,0.28
106年5月,服務類-醫藥保健,101.2,1.34
106年5月,服務類-教養娛樂,99.33,-0.05
106年5月,服務類-教養,100.13,0.21
106年5月,服務類-娛樂,98.6,-0.29
106年5月,服務類-雜項,100.57,3.44
106年6月,總指數[含食物],100.71,0.99
106年6月,商品類[含食物],100.84,1.42
106年6月,商品類[不含食物],102.08,0.7
106年6月,商品類-非耐久性消費品[含食物],100.89,1.8
106年6月,商品類-非耐久性消費品[不含食物],103.88,0.79
106年6月,商品類-半耐久性消費品,102.25,1.7
106年6月,商品類-耐久性消費品,99.29,-0.36
106年6月,服務類,100.62,0.73
106年6月,服務類[不含食物],100.32,0.4
106年6月,服務類-外食費,102.01,2.22
106年6月,服務類-衣著,108.23,7.68
106年6月,服務類-居住,100.74,0.9
106年6月,服務類-交通及通訊,100.25,0.18
106年6月,服務類-醫藥保健,101.2,1.18
106年6月,服務類-教養娛樂,99.87,0.2
106年6月,服務類-教養,100.13,0.22
106年6月,服務類-娛樂,99.63,0.18
106年6月,服務類-雜項,98.6,-2.2
106年7月,總指數[含食物],100.92,1.03
106年7月,商品類[含食物],100.37,1.44
106年7月,商品類[不含食物],101.04,0.89
106年7月,商品類-非耐久性消費品[含食物],101.01,1.95
106年7月,商品類-非耐久性消費品[不含食物],103.72,1.6
106年7月,商品類-半耐久性消費品,99.25,1.56
106年7月,商品類-耐久性消費品,98.81,-0.81
106年7月,服務類,101.26,0.8
106年7月,服務類[不含食物],101.09,0.51
106年7月,服務類-外食費,102.07,2.17
106年7月,服務類-衣著,108.23,7.68
106年7月,服務類-居住,100.72,0.8
106年7月,服務類-交通及通訊,101.03,0.36
106年7月,服務類-醫藥保健,101.2,0.92
106年7月,服務類-教養娛樂,102.26,-0.2
106年7月,服務類-教養,100.13,0.18
106年7月,服務類-娛樂,104.2,-0.54
106年7月,服務類-雜項,99.36,0.81
106年8月,總指數[含食物],101.05,1.04
106年8月,商品類[含食物],100.83,1.56
106年8月,商品類[不含食物],100.99,1.34
106年8月,商品類-非耐久性消費品[含食物],102.15,2.49
106年8月,商品類-非耐久性消費品[不含食物],104.86,3.57
106年8月,商品類-半耐久性消費品,96.85,-0.12
106年8月,商品類-耐久性消費品,99.26,-0.62
106年8月,服務類,101.17,0.71
106年8月,服務類[不含食物],100.95,0.36
106年8月,服務類-外食費,102.19,2.34
106年8月,服務類-衣著,108.23,7.68
106年8月,服務類-居住,100.85,0.79
106年8月,服務類-交通及通訊,100.92,0.47
106年8月,服務類-醫藥保健,101.26,0.98
106年8月,服務類-教養娛樂,101.56,-0.76
106年8月,服務類-教養,100.06,-0.04
106年8月,服務類-娛樂,102.92,-1.39
106年8月,服務類-雜項,99.37,0.79
106年9月,總指數[含食物],100.83,0.55
106年9月,商品類[含食物],101.07,0.76
106年9月,商品類[不含食物],101.31,1.21
106年9月,商品類-非耐久性消費品[含食物],102.53,1.2
106年9月,商品類-非耐久性消費品[不含食物],105.65,3.02
106年9月,商品類-半耐久性消費品,96.6,0.24
106年9月,商品類-耐久性消費品,99.43,-0.62
106年9月,服務類,100.68,0.42
106年9月,服務類[不含食物],100.3,0.03
106年9月,服務類-外食費,102.44,2.23
106年9月,服務類-衣著,108.23,7.68
106年9月,服務類-居住,100.86,0.62
106年9月,服務類-交通及通訊,99.93,0.11
106年9月,服務類-醫藥保健,101.26,0.98
106年9月,服務類-教養娛樂,99.59,-0.25
106年9月,服務類-教養,100.14,0
106年9月,服務類-娛樂,99.1,-0.48
106年9月,服務類-雜項,99.06,-3.47
106年10月,總指數[含食物],101.54,-0.18
106年10月,商品類[含食物],102.32,-1.85
106年10月,商品類[不含食物],102.75,0.86
106年10月,商品類-非耐久性消費品[含食物],102.08,-2.42
106年10月,商品類-非耐久性消費品[不含食物],102.65,2.95
106年10月,商品類-半耐久性消費品,105.94,-1.18
106年10月,商品類-耐久性消費品,99.87,-0.06
106年10月,服務類,101.06,0.88
106年10月,服務類[不含食物],100.71,0.6
106年10月,服務類-外食費,102.64,2.14
106年10月,服務類-衣著,108.23,7.68
106年10月,服務類-居住,100.88,0.63
106年10月,服務類-交通及通訊,100.32,0.5
106年10月,服務類-醫藥保健,101.49,1.21
106年10月,服務類-教養娛樂,99.98,-0.79
106年10月,服務類-教養,100.15,0.01
106年10月,服務類-娛樂,99.83,-1.52
106年10月,服務類-雜項,102.17,4.76
106年11月,總指數[含食物],101.3,0.11
106年11月,商品類[含食物],102.55,-0.86
106年11月,商品類[不含食物],102.93,2.02
106年11月,商品類-非耐久性消費品[含食物],103.02,-1.05
106年11月,商品類-非耐久性消費品[不含食物],104.74,5.43
106年11月,商品類-半耐久性消費品,103.69,-0.48
106年11月,商品類-耐久性消費品,99.55,-0.44
106年11月,服務類,100.55,0.73
106年11月,服務類[不含食物],100.07,0.45
106年11月,服務類-外食費,102.74,2
106年11月,服務類-衣著,108.23,7.68
106年11月,服務類-居住,100.89,0.48
106年11月,服務類-交通及通訊,100.09,0.39
106年11月,服務類-醫藥保健,101.49,1.21
106年11月,服務類-教養娛樂,98.36,0.3
106年11月,服務類-教養,100.15,0.01
106年11月,服務類-娛樂,96.73,0.55
106年11月,服務類-雜項,99.56,0.29
106年12月,總指數[含食物],101.16,0.93
106年12月,商品類[含食物],101.71,1.09
106年12月,商品類[不含食物],102.65,1.89
106年12月,商品類-非耐久性消費品[含食物],102.23,1.66
106年12月,商品類-非耐久性消費品[不含食物],105.34,4.54
106年12月,商品類-半耐久性消費品,102.15,-0.02
106年12月,商品類-耐久性消費品,99.18,-0.17
106年12月,服務類,100.82,0.82
106年12月,服務類[不含食物],100.3,0.48
106年12月,服務類-外食費,103.23,2.36
106年12月,服務類-衣著,108.23,7.68
106年12月,服務類-居住,100.92,0.28
106年12月,服務類-交通及通訊,100.17,0.64
106年12月,服務類-醫藥保健,101.49,1.21
106年12月,服務類-教養娛樂,99.14,0.55
106年12月,服務類-教養,100.15,0.01
106年12月,服務類-娛樂,98.22,1.05
106年12月,服務類-雜項,99.69,0.74
107年1月,總指數[含食物],100.8,-0.03
107年1月,商品類[含食物],100.77,1.45
107年1月,商品類[不含食物],102.47,2.42
107年1月,商品類-非耐久性消費品[含食物],101.18,1.64
107年1月,商品類-非耐久性消費品[不含食物],105.87,4.21
107年1月,商品類-半耐久性消費品,100.03,2.14
107年1月,商品類-耐久性消費品,99.76,-0.05
107年1月,服務類,100.81,-0.91
107年1月,服務類[不含食物],100.25,-1.62
107年1月,服務類-外食費,103.44,2.43
107年1月,服務類-衣著,109.46,5.94
107年1月,服務類-居住,100.99,-0.07
107年1月,服務類-交通及通訊,100.44,0.03
107年1月,服務類-醫藥保健,101.49,0.87
107年1月,服務類-教養娛樂,98.85,-1.58
107年1月,服務類-教養,100.15,0.01
107年1月,服務類-娛樂,97.73,-2.97
107年1月,服務類-雜項,99.1,-13.89
107年2月,總指數[含食物],101.53,1.74
107年2月,商品類[含食物],100.95,1.84
107年2月,商品類[不含食物],102.1,2.38
107年2月,商品類-非耐久性消費品[含食物],101.74,2.25
107年2月,商品類-非耐久性消費品[不含食物],105.76,4.16
107年2月,商品類-半耐久性消費品,98.12,1.46
107年2月,商品類-耐久性消費品,100.5,0.55
107年2月,服務類,101.87,1.69
107年2月,服務類[不含食物],101.45,1.56
107年2月,服務類-外食費,103.71,2.18
107年2月,服務類-衣著,110.04,6.5
107年2月,服務類-居住,101.05,0.46
107年2月,服務類-交通及通訊,101.28,1.62
107年2月,服務類-醫藥保健,102.65,2.36
107年2月,服務類-教養娛樂,102.92,4.05
107年2月,服務類-教養,100.15,0.02
107年2月,服務類-娛樂,104.58,6.94
107年2月,服務類-雜項,101.17,2.24
107年3月,總指數[含食物],100.79,1.37
107年3月,商品類[含食物],100.14,1.93
107年3月,商品類[不含食物],101.91,2.56
107年3月,商品類-非耐久性消費品[含食物],100.6,2.2
107年3月,商品類-非耐久性消費品[不含食物],105.49,4.02
107年3月,商品類-半耐久性消費品,97.91,1.93
107年3月,商品類-耐久性消費品,100.46,0.93
107年3月,服務類,101.16,1.01
107年3月,服務類[不含食物],100.56,0.75
107年3月,服務類-外食費,103.98,2.23
107年3月,服務類-衣著,112.37,8.76
107年3月,服務類-居住,101.15,0.55
107年3月,服務類-交通及通訊,100.55,0.9
107年3月,服務類-醫藥保健,102.44,2.06
107年3月,服務類-教養娛樂,99.1,0.56
107年3月,服務類-教養,100.15,0.02
107年3月,服務類-娛樂,98.15,1.07
107年3月,服務類-雜項,100.13,1.21
107年4月,總指數[含食物],101.39,1.59
107年4月,商品類[含食物],101.53,2.59
107年4月,商品類[不含食物],104.29,2.7
107年4月,商品類-非耐久性消費品[含食物],101.05,3.67
107年4月,商品類-非耐久性消費品[不含食物],106.76,5.86
107年4月,商品類-半耐久性消費品,104.57,-0.46
107年4月,商品類-耐久性消費品,100.35,1.12
107年4月,服務類,101.3,1
107年4月,服務類[不含食物],100.71,0.73
107年4月,服務類-外食費,104.08,2.26
107年4月,服務類-衣著,112.37,5.81
107年4月,服務類-居住,101.23,0.52
107年4月,服務類-交通及通訊,100.49,0.53
107年4月,服務類-醫藥保健,102.44,1.63
107年4月,服務類-教養娛樂,99.67,0.87
107年4月,服務類-教養,100.15,0.01
107年4月,服務類-娛樂,99.12,1.55
107年4月,服務類-雜項,100.13,1.45
107年5月,總指數[含食物],101.22,1.24
107年5月,商品類[含食物],101.39,2.49
107年5月,商品類[不含食物],104.53,3.53
107年5月,商品類-非耐久性消費品[含食物],101.09,3.28
107年5月,商品類-非耐久性消費品[不含食物],107.94,7.12
107年5月,商品類-半耐久性消費品,103.56,0.04
107年5月,商品類-耐久性消費品,100.39,1.59
107年5月,服務類,101.11,0.5
107年5月,服務類[不含食物],100.45,0.13
107年5月,服務類-外食費,104.25,2.27
107年5月,服務類-衣著,112.37,5.53
107年5月,服務類-居住,101.26,0.52
107年5月,服務類-交通及通訊,98.7,-1.45
107年5月,服務類-醫藥保健,102.13,0.92
107年5月,服務類-教養娛樂,99.98,0.65
107年5月,服務類-教養,100.15,0.02
107年5月,服務類-娛樂,99.63,1.04
107年5月,服務類-雜項,99.32,-1.24
107年6月,總指數[含食物],101.62,0.9
107年6月,商品類[含食物],101.82,0.97
107年6月,商品類[不含食物],105.41,3.26
107年6月,商品類-非耐久性消費品[含食物],102.25,1.35
107年6月,商品類-非耐久性消費品[不含食物],111.29,7.13
107年6月,商品類-半耐久性消費品,102,-0.24
107年6月,商品類-耐久性消費品,99.84,0.55
107年6月,服務類,101.49,0.86
107年6月,服務類[不含食物],100.87,0.55
107年6月,服務類-外食費,104.41,2.35
107年6月,服務類-衣著,112.37,3.83
107年6月,服務類-居住,101.35,0.61
107年6月,服務類-交通及通訊,99.26,-0.99
107年6月,服務類-醫藥保健,102.13,0.92
107年6月,服務類-教養娛樂,101.28,1.41
107年6月,服務類-教養,100.15,0.02
107年6月,服務類-娛樂,101.82,2.2
107年6月,服務類-雜項,99.83,1.25
107年7月,總指數[含食物],102.14,1.21
107年7月,商品類[含食物],101.99,1.61
107年7月,商品類[不含食物],104.78,3.7
107年7月,商品類-非耐久性消費品[含食物],103.11,2.08
107年7月,商品類-非耐久性消費品[不含食物],111.39,7.39
107年7月,商品類-半耐久性消費品,99.33,0.08
107年7月,商品類-耐久性消費品,100.1,1.31
107年7月,服務類,102.22,0.95
107年7月,服務類[不含食物],101.71,0.61
107年7月,服務類-外食費,104.56,2.44
107年7月,服務類-衣著,112.37,3.83
107年7月,服務類-居住,101.46,0.73
107年7月,服務類-交通及通訊,100.39,-0.63
107年7月,服務類-醫藥保健,102.13,0.92
107年7月,服務類-教養娛樂,104.68,2.37
107年7月,服務類-教養,100.18,0.05
107年7月,服務類-娛樂,107.51,3.18
107年7月,服務類-雜項,99.72,0.36
107年8月,總指數[含食物],102.13,1.07
107年8月,商品類[含食物],102.05,1.21
107年8月,商品類[不含食物],104.1,3.08
107年8月,商品類-非耐久性消費品[含食物],103.76,1.58
107年8月,商品類-非耐久性消費品[不含食物],111.28,6.12
107年8月,商品類-半耐久性消費品,97.42,0.59
107年8月,商品類-耐久性消費品,99.74,0.48
107年8月,服務類,102.16,0.98
107年8月,服務類[不含食物],101.62,0.66
107年8月,服務類-外食費,104.66,2.42
107年8月,服務類-衣著,112.37,3.83
107年8月,服務類-居住,101.47,0.61
107年8月,服務類-交通及通訊,100.18,-0.73
107年8月,服務類-醫藥保健,102.13,0.86
107年8月,服務類-教養娛樂,104.07,2.47
107年8月,服務類-教養,100.15,0.09
107年8月,服務類-娛樂,106.51,3.49
107年8月,服務類-雜項,100.21,0.85
107年9月,總指數[含食物],102.26,1.42
107年9月,商品類[含食物],103.51,2.41
107年9月,商品類[不含食物],104.32,2.97
107年9月,商品類-非耐久性消費品[含食物],105.85,3.24
107年9月,商品類-非耐久性消費品[不含食物],111.53,5.57
107年9月,商品類-半耐久性消費品,97.62,1.06
107年9月,商品類-耐久性消費品,99.94,0.51
107年9月,服務類,101.5,0.81
107年9月,服務類[不含食物],100.82,0.52
107年9月,服務類-外食費,104.74,2.25
107年9月,服務類-衣著,112.37,3.83
107年9月,服務類-居住,101.48,0.61
107年9月,服務類-交通及通訊,99.02,-0.91
107年9月,服務類-醫藥保健,102.13,0.86
107年9月,服務類-教養娛樂,100.44,0.85
107年9月,服務類-教養,100.24,0.1
107年9月,服務類-娛樂,100.35,1.26
107年9月,服務類-雜項,100.51,1.46
107年10月,總指數[含食物],102.44,0.89
107年10月,商品類[含食物],104.08,1.72
107年10月,商品類[不含食物],105.35,2.53
107年10月,商品類-非耐久性消費品[含食物],104.75,2.62
107年10月,商品類-非耐久性消費品[不含食物],108.84,6.03
107年10月,商品類-半耐久性消費品,105.19,-0.71
107年10月,商品類-耐久性消費品,100.28,0.41
107年10月,服務類,101.44,0.38
107年10月,服務類[不含食物],100.75,0.04
107年10月,服務類-外食費,104.77,2.08
107年10月,服務類-衣著,112.37,3.83
107年10月,服務類-居住,101.64,0.75
107年10月,服務類-交通及通訊,98.69,-1.62
107年10月,服務類-醫藥保健,102.13,0.63
107年10月,服務類-教養娛樂,100.49,0.51
107年10月,服務類-教養,100.24,0.09
107年10月,服務類-娛樂,100.43,0.6
107年10月,服務類-雜項,99.34,-2.77
107年11月,總指數[含食物],101.73,0.42
107年11月,商品類[含食物],102.44,-0.11
107年11月,商品類[不含食物],104.45,1.48
107年11月,商品類-非耐久性消費品[含食物],102.55,-0.46
107年11月,商品類-非耐久性消費品[不含食物],107.45,2.59
107年11月,商品類-半耐久性消費品,104.43,0.71
107年11月,商品類-耐久性消費品,99.99,0.44
107年11月,服務類,101.29,0.74
107年11月,服務類[不含食物],100.56,0.49
107年11月,服務類-外食費,104.8,2.01
107年11月,服務類-衣著,112.37,3.83
107年11月,服務類-居住,101.65,0.75
107年11月,服務類-交通及通訊,98.75,-1.34
107年11月,服務類-醫藥保健,102.13,0.63
107年11月,服務類-教養娛樂,98.91,0.56
107年11月,服務類-教養,100.24,0.09
107年11月,服務類-娛樂,97.78,1.09
107年11月,服務類-雜項,100.25,0.69
107年12月,總指數[含食物],101.15,-0.01
107年12月,商品類[含食物],100.67,-1.02
107年12月,商品類[不含食物],103.08,0.42
107年12月,商品類-非耐久性消費品[含食物],100.58,-1.61
107年12月,商品類-非耐久性消費品[不含食物],106.06,0.68
107年12月,商品類-半耐久性消費品,102.11,-0.04
107年12月,商品類-耐久性消費品,99.59,0.41
107年12月,服務類,101.43,0.61
107年12月,服務類[不含食物],100.7,0.4
107年12月,服務類-外食費,104.92,1.64
107年12月,服務類-衣著,112.37,3.83
107年12月,服務類-居住,101.68,0.75
107年12月,服務類-交通及通訊,98.83,-1.34
107年12月,服務類-醫藥保健,102.13,0.63
107年12月,服務類-教養娛樂,99.82,0.69
107年12月,服務類-教養,100.24,0.09
107年12月,服務類-娛樂,99.3,1.1
107年12月,服務類-雜項,99.76,0.07
108年1月,總指數[含食物],100.9,0.1
108年1月,商品類[含食物],99.54,-1.22
108年1月,商品類[不含食物],101.78,-0.67
108年1月,商品類-非耐久性消費品[含食物],99.62,-1.54
108年1月,商品類-非耐久性消費品[不含食物],105.03,-0.79
108年1月,商品類-半耐久性消費品,99.2,-0.83
108年1月,商品類-耐久性消費品,99.46,-0.3
108年1月,服務類,101.71,0.89
108年1月,服務類[不含食物],100.98,0.73
108年1月,服務類-外食費,105.21,1.71
108年1月,服務類-衣著,112.24,2.54
108年1月,服務類-居住,101.77,0.77
108年1月,服務類-交通及通訊,99.33,-1.11
108年1月,服務類-醫藥保健,103.96,2.43
108年1月,服務類-教養娛樂,100.3,1.47
108年1月,服務類-教養,100.23,0.08
108年1月,服務類-娛樂,100.11,2.44
108年1月,服務類-雜項,99.5,0.4
108年2月,總指數[含食物],101.64,0.11
108年2月,商品類[含食物],100.04,-0.9
108年2月,商品類[不含食物],101.93,-0.17
108年2月,商品類-非耐久性消費品[含食物],100.8,-0.92
108年2月,商品類-非耐久性消費品[不含食物],106.45,0.65
108年2月,商品類-半耐久性消費品,97.16,-0.98
108年2月,商品類-耐久性消費品,99.8,-0.7
108年2月,服務類,102.59,0.71
108年2月,服務類[不含食物],101.98,0.52
108年2月,服務類-外食費,105.46,1.69
108年2月,服務類-衣著,112.5,2.24
108年2月,服務類-居住,102.12,1.06
108年2月,服務類-交通及通訊,99.39,-1.87
108年2月,服務類-醫藥保健,104.17,1.48
108年2月,服務類-教養娛樂,102,-0.89
108年2月,服務類-教養,100.39,0.24
108年2月,服務類-娛樂,102.86,-1.64
108年2月,服務類-雜項,103.94,2.74
108年3月,總指數[含食物],101.24,0.45
108年3月,商品類[含食物],100.4,0.26
108年3月,商品類[不含食物],102.37,0.45
108年3月,商品類-非耐久性消費品[含食物],101.28,0.68
108年3月,商品類-非耐久性消費品[不含食物],107.33,1.74
108年3月,商品類-半耐久性消費品,97.66,-0.26
108年3月,商品類-耐久性消費品,99.5,-0.96
108年3月,服務類,101.74,0.57
108年3月,服務類[不含食物],100.94,0.38
108年3月,服務類-外食費,105.63,1.59
108年3月,服務類-衣著,112.42,0.04
108年3月,服務類-居住,101.8,0.64
108年3月,服務類-交通及通訊,99.08,-1.46
108年3月,服務類-醫藥保健,103.96,1.48
108年3月,服務類-教養娛樂,99.72,0.63
108年3月,服務類-教養,100.39,0.24
108年3月,服務類-娛樂,99.03,0.9
108年3月,服務類-雜項,100.29,0.16
108年4月,總指數[含食物],102.16,0.76
108年4月,商品類[含食物],102.24,0.7
108年4月,商品類[不含食物],104.89,0.58
108年4月,商品類-非耐久性消費品[含食物],102.13,1.07
108年4月,商品類-非耐久性消費品[不含食物],108.16,1.31
108年4月,商品類-半耐久性消費品,105.32,0.72
108年4月,商品類-耐久性消費品,99.58,-0.77
108年4月,服務類,102.1,0.79
108年4月,服務類[不含食物],101.33,0.62
108年4月,服務類-外食費,105.82,1.67
108年4月,服務類-衣著,112.59,0.2
108年4月,服務類-居住,101.85,0.61
108年4月,服務類-交通及通訊,99,-1.48
108年4月,服務類-醫藥保健,103.74,1.27
108年4月,服務類-教養娛樂,101.78,2.12
108年4月,服務類-教養,100.39,0.24
108年4月,服務類-娛樂,102.49,3.4
108年4月,服務類-雜項,100.27,0.14
108年5月,總指數[含食物],102.44,1.21
108年5月,商品類[含食物],103.28,1.86
108年5月,商品類[不含食物],105.19,0.63
108年5月,商品類-非耐久性消費品[含食物],103.88,2.76
108年5月,商品類-非耐久性消費品[不含食物],109.36,1.32
108年5月,商品類-半耐久性消費品,104.37,0.78
108年5月,商品類-耐久性消費品,99.71,-0.68
108年5月,服務類,101.93,0.81
108年5月,服務類[不含食物],101.06,0.61
108年5月,服務類-外食費,106.18,1.85
108年5月,服務類-衣著,112.67,0.27
108年5月,服務類-居住,101.86,0.59
108年5月,服務類-交通及通訊,98.13,-0.58
108年5月,服務類-醫藥保健,103.74,1.58
108年5月,服務類-教養娛樂,101.36,1.38
108年5月,服務類-教養,100.39,0.24
108年5月,服務類-娛樂,101.79,2.17
108年5月,服務類-雜項,99.44,0.12
108年6月,總指數[含食物],102.72,1.08
108年6月,商品類[含食物],103.48,1.63
108年6月,商品類[不含食物],105.51,0.09
108年6月,商品類-非耐久性消費品[含食物],104.66,2.36
108年6月,商品類-非耐久性消費品[不含食物],111.32,0.03
108年6月,商品類-半耐久性消費品,102.9,0.88
108年6月,商品類-耐久性消費品,99.27,-0.57
108年6月,服務類,102.25,0.75
108年6月,服務類[不含食物],101.46,0.58
108年6月,服務類-外食費,106.13,1.65
108年6月,服務類-衣著,112.67,0.27
108年6月,服務類-居住,101.91,0.55
108年6月,服務類-交通及通訊,98.27,-1
108年6月,服務類-醫藥保健,103.74,1.58
108年6月,服務類-教養娛樂,102.63,1.33
108年6月,服務類-教養,100.39,0.24
108年6月,服務類-娛樂,103.92,2.06
108年6月,服務類-雜項,100.49,0.66
108年7月,總指數[含食物],102.86,0.7
108年7月,商品類[含食物],102.77,0.76
108年7月,商品類[不含食物],104.57,-0.2
108年7月,商品類-非耐久性消費品[含食物],104.04,0.9
108年7月,商品類-非耐久性消費品[不含食物],110.33,-0.95
108年7月,商品類-半耐久性消費品,100.57,1.25
108年7月,商品類-耐久性消費品,99.78,-0.32
108年7月,服務類,102.9,0.67
108年7月,服務類[不含食物],102.22,0.5
108年7月,服務類-外食費,106.14,1.51
108年7月,服務類-衣著,112.4,0.03
108年7月,服務類-居住,102.01,0.54
108年7月,服務類-交通及通訊,99.44,-0.95
108年7月,服務類-醫藥保健,103.74,1.58
108年7月,服務類-教養娛樂,105.63,0.91
108年7月,服務類-教養,99.76,-0.42
108年7月,服務類-娛樂,109.41,1.77
108年7月,服務類-雜項,100.4,0.68
108年8月,總指數[含食物],103.14,0.99
108年8月,商品類[含食物],103.62,1.54
108年8月,商品類[不含食物],104.4,0.29
108年8月,商品類-非耐久性消費品[含食物],105.44,1.62
108年8月,商品類-非耐久性消費品[不含食物],110.24,-0.93
108年8月,商品類-半耐久性消費品,98.94,1.56
108年8月,商品類-耐久性消費品,100.9,1.16
108年8月,服務類,102.84,0.67
108年8月,服務類[不含食物],102.13,0.5
108年8月,服務類-外食費,106.24,1.51
108年8月,服務類-衣著,112.58,0.19
108年8月,服務類-居住,102.21,0.73
108年8月,服務類-交通及通訊,98.95,-1.23
108年8月,服務類-醫藥保健,103.83,1.66
108年8月,服務類-教養娛樂,104.9,0.8
108年8月,服務類-教養,100.02,-0.13
108年8月,服務類-娛樂,107.99,1.39
108年8月,服務類-雜項,100.41,0.2
108年9月,總指數[含食物],103.31,1.03
108年9月,商品類[含食物],104.56,1.01
108年9月,商品類[不含食物],104.26,-0.06
108年9月,商品類-非耐久性消費品[含食物],106.93,1.02
108年9月,商品類-非耐久性消費品[不含食物],110.12,-1.26
108年9月,商品類-半耐久性消費品,98.81,1.22
108年9月,商品類-耐久性消費品,100.71,0.77
108年9月,服務類,102.55,1.03
108年9月,服務類[不含食物],101.78,0.95
108年9月,服務類-外食費,106.24,1.43
108年9月,服務類-衣著,112.4,0.03
108年9月,服務類-居住,102.28,0.79
108年9月,服務類-交通及通訊,97.48,-1.56
108年9月,服務類-醫藥保健,103.84,1.67
108年9月,服務類-教養娛樂,103.64,3.19
108年9月,服務類-教養,100.52,0.28
108年9月,服務類-娛樂,105.53,5.16
108年9月,服務類-雜項,100.79,0.28
108年10月,總指數[含食物],103.32,0.86
108年10月,商品類[含食物],104.59,0.49
108年10月,商品類[不含食物],104.9,-0.43
108年10月,商品類-非耐久性消費品[含食物],104.96,0.2
108年10月,商品類-非耐久性消費品[不含食物],106.39,-2.25
108年10月,商品類-半耐久性消費品,107.24,1.95
108年10月,商品類-耐久性消費品,100.46,0.18
108年10月,服務類,102.56,1.1
108年10月,服務類[不含食物],101.77,1.01
108年10月,服務類-外食費,106.37,1.53
108年10月,服務類-衣著,112.5,0.12
108年10月,服務類-居住,102.34,0.69
108年10月,服務類-交通及通訊,97.57,-1.13
108年10月,服務類-醫藥保健,103.54,1.38
108年10月,服務類-教養娛樂,104.02,3.51
108年10月,服務類-教養,100.52,0.28
108年10月,服務類-娛樂,106.18,5.73
108年10月,服務類-雜項,99.8,0.46
108年11月,總指數[含食物],102.79,1.04
108年11月,商品類[含食物],103.58,1.11
108年11月,商品類[不含食物],104.41,-0.04
108年11月,商品類-非耐久性消費品[含食物],104,1.41
108年11月,商品類-非耐久性消費品[不含食物],106.69,-0.71
108年11月,商品類-半耐久性消費品,105.28,0.81
108年11月,商品類-耐久性消費品,100.18,0.19
108年11月,服務類,102.31,1.01
108年11月,服務類[不含食物],101.45,0.89
108年11月,服務類-外食費,106.55,1.67
108年11月,服務類-衣著,112.67,0.27
108年11月,服務類-居住,102.36,0.7
108年11月,服務類-交通及通訊,97.47,-1.3
108年11月,服務類-醫藥保健,103.54,1.38
108年11月,服務類-教養娛樂,101.84,2.96
108年11月,服務類-教養,100.52,0.28
108年11月,服務類-娛樂,102.5,4.83
108年11月,服務類-雜項,100.65,0.4
108年12月,總指數[含食物],102.78,1.61
108年12月,商品類[含食物],103.3,2.61
108年12月,商品類[不含食物],104.17,1.06
108年12月,商品類-非耐久性消費品[含食物],103.83,3.23
108年12月,商品類-非耐久性消費品[不含食物],106.78,0.68
108年12月,商品類-半耐久性消費品,103.52,1.38
108年12月,商品類-耐久性消費品,100.92,1.34
108年12月,服務類,102.46,1.02
108年12月,服務類[不含食物],101.65,0.94
108年12月,服務類-外食費,106.44,1.45
108年12月,服務類-衣著,112.42,0.04
108年12月,服務類-居住,102.85,1.15
108年12月,服務類-交通及通訊,97.18,-1.67
108年12月,服務類-醫藥保健,103.54,1.38
108年12月,服務類-教養娛樂,102.14,2.32
108年12月,服務類-教養,100.52,0.28
108年12月,服務類-娛樂,103.02,3.75
108年12月,服務類-雜項,99.98,0.22
109年1月,總指數[含食物],102.9,1.98
109年1月,商品類[含食物],102.1,2.57
109年1月,商品類[不含食物],103.62,1.81
109年1月,商品類-非耐久性消費品[含食物],102.66,3.05
109年1月,商品類-非耐久性消費品[不含食物],107.14,2.01
109年1月,商品類-半耐久性消費品,100.86,1.67
109年1月,商品類-耐久性消費品,101.04,1.59
109年1月,服務類,103.37,1.63
109年1月,服務類[不含食物],102.63,1.63
109年1月,服務類-外食費,106.91,1.62
109年1月,服務類-衣著,112.42,0.16
